unique_track,video_day,source_folder,track_id,n_frames_validos,calculated_length_cm,gt_cm,abs_error_cm,mean_elevation_deg
2025_08_21_10-37-15_1-r_8,2025_08_21,10-37-15_1-r,8,13.0,33.24452965250452,32.3,0.9445296525045208,-8.774680905680405
2025_08_21_13-05-55_0-r_1,2025_08_21,13-05-55_0-r,1,22.0,28.499530008411945,29.1,0.6004699915880565,8.860471053744234
2025_08_21_13-05-55_0-r_2,2025_08_21,13-05-55_0-r,2,15.0,31.00422973848136,32.3,1.295770261518637,12.275960159523388
2025_08_21_13-05-55_0-r_3,2025_08_21,13-05-55_0-r,3,16.0,27.43027752716587,26.6,0.8302775271658689,9.686274089141193
2025_08_21_13-05-55_0-r_8,2025_08_21,13-05-55_0-r,8,25.0,27.264166623219655,26.6,0.6641666232196535,9.686128891203309
2025_08_21_13-05-55_0-r_10,2025_08_21,13-05-55_0-r,10,47.0,35.966570106549426,29.1,6.866570106549425,6.5485912250285345
2025_08_21_13-05-55_0-r_15,2025_08_21,13-05-55_0-r,15,65.0,27.646173153884856,26.6,1.0461731538848547,4.06826235138819
2025_08_21_13-05-55_0-r_20,2025_08_21,13-05-55_0-r,20,46.0,30.494566914279552,29.1,1.394566914279551,3.33510401233006
2025_08_21_13-05-55_0-r_26,2025_08_21,13-05-55_0-r,26,21.0,31.82506938908744,32.3,0.4749306109125584,-0.3033018750140523
2025_08_21_13-05-55_0-r_34,2025_08_21,13-05-55_0-r,34,32.0,31.01000681917252,32.3,1.2899931808274765,1.3360367600486511
2025_08_21_13-05-55_0-r_38,2025_08_21,13-05-55_0-r,38,19.0,28.79026721000657,29.1,0.3097327899934328,-10.117921958928688
2025_08_21_13-05-55_0-r_42,2025_08_21,13-05-55_0-r,42,10.0,25.48512972931088,29.1,3.6148702706891207,-5.246114588513008
2025_08_21_13-05-55_0-r_49,2025_08_21,13-05-55_0-r,49,8.0,28.74399946382715,26.6,2.14399946382715,12.631549816153488
2025_08_21_13-22-22_0_compressed-r378-463_1,2025_08_21,13-22-22_0_compressed-r378-463,1,32.0,26.636903493525903,26.6,0.03690349352590161,5.445928520862475
2025_08_21_13-22-22_0_compressed-r378-463_3,2025_08_21,13-22-22_0_compressed-r378-463,3,6.0,27.117324157933908,29.1,1.9826758420660937,-8.639564069434774
2025_08_21_13-22-22_0_compressed-r60-297_1,2025_08_21,13-22-22_0_compressed-r60-297,1,48.0,33.51627976358749,32.3,1.2162797635874938,8.5343201090822
2025_08_21_13-22-22_0_compressed-r60-297_9,2025_08_21,13-22-22_0_compressed-r60-297,9,34.0,32.1965295517413,29.1,3.0965295517412983,5.188687410145085
2025_08_21_13-23-54_0_compressed-r450-524_1,2025_08_21,13-23-54_0_compressed-r450-524,1,19.0,33.77632217245295,32.3,1.476322172452953,7.832630169286041
2025_08_21_13-23-54_0_compressed-r450-524_2,2025_08_21,13-23-54_0_compressed-r450-524,2,25.0,27.35560101448907,26.6,0.7556010144890699,-4.799787798708319
2025_08_21_13-23-54_0_compressed-r450-524_3,2025_08_21,13-23-54_0_compressed-r450-524,3,20.0,28.70862320476344,29.1,0.3913767952365603,2.104247948418255
2025_08_21_13-23-54_0_compressed-r602-end_1,2025_08_21,13-23-54_0_compressed-r602-end,1,28.0,28.600973821607596,29.1,0.4990261783924055,-3.69702666111283
2025_08_21_13-23-54_0_compressed-r602-end_2,2025_08_21,13-23-54_0_compressed-r602-end,2,25.0,25.88780182099245,26.6,0.7121981790075509,13.423062580265563
